"","X","function.","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"5524",7610,"2D","V","4c]",2,1,"3","P1","a","B066.krn",0,0,"-m2",0,"5 2 7"
"5525",7611,"2D","V","4B",2,1,"2","-m2","a","B066.krn",0,0,"-M2",1,"5 2 7"
"5526",7612,"4T","i","(8AL",1,0.5,"1","-M2","a","B066.krn",0,0,"+m3",1,"1 5 3- 2+"
"5527",7613,"4T","i","8cJ",1.5,0.5,"3","+m3","a","B066.krn",0,0,"+m2",0,"1 5 3- 2+"
"5528",7615,"4T","i","[8fJ",2.5,0.5,"6","+m2","a","B066.krn",0,0,"P1",0,"1 5 3- 2+"
"5529",7616,"2T","V","4f]",2.5,1,"6","P1","a","B066.krn",0,0,"-m2",0,"5 2 7"
"5530",7618,"2T","V","8eL",2,0.5,"5","-m2","a","B066.krn",0,0,"-M2",1,"5 2 7"
"5531",7619,"2T","V","8dJ",2.5,0.5,"4","-M2","a","B066.krn",0,0,"-M2",0,"5 2 7"
"5532",7620,"2T","i","8cL",1,0.5,"3","-M2","a","B066.krn",0,0,"+A5",0,"1 5 3- 2+"
"5533",7621,"2T","i","8g#J",1.5,0.5,"7","+A5","a","B066.krn",0,0,"+m2",0,"1 5 3- 2+"
"5534",7622,"2T","i","8aL",2,0.5,"1","+m2","a","B066.krn",0,0,"-M3",1,"1 5 3- 2+"
"5535",7623,"2T","i","[8fJ",2.5,0.5,"6","-M3","a","B066.krn",0,0,"P1",0,"1 5 3- 2+"
"5536",7624,"2T","V","8f]",2.5,0.5,"6","P1","a","B066.krn",0,0,"-m2",0,"5 2 7"
"5537",7625,"2T","V","4e",1.5,1,"5","-m2","a","B066.krn",0,0,"-M2",1,"5 2 7"
"5538",7627,"2T","V","8d",2.5,0.5,"4","-M2","a","B066.krn",0,0,"-M2",0,"5 2 7"
"5539",7628,"4T","i","4c",1,1,"3","-M2","a","B066.krn",0,0,"-m2",0,"1 5 3- 2+"
"5540",7630,"4D","V","4B",2,1,"2","-m2","a","B066.krn",0,0,"-M2",1,"5 2 7"
"5541",7632,"4T","VI","4A)",1,1,"1","-M2","a","B066.krn",0,0,"+P8",0,"6 3 1+"
"5542",7634,"4P","iv","4a",2,1,"1","+P8","a","B066.krn",0,0,"-M6",1,"4 1 6- 5+"
"5543",7636,"4D","C","4c",1,1,"3","-M6","a","B066.krn",0,0,"-m2",1,"5 1 3 7+"
"5544",7638,"4D","V","4B",2,1,"2","-m2","a","B066.krn",0,0,"-M2",1,"5 2 7"
"5545",7640,"4T","VI","4A)",1,1,"1","-M2","a","B066.krn",0,0,"+P8",0,"6 3 1+"
"5546",7642,"4P","iv","4a",2,1,"1","+P8","a","B066.krn",0,0,"-M6",1,"4 1 6- 5+"
"5547",7644,"4D","C","4c",1,1,"3","-M6","a","B066.krn",0,0,"-m2",1,"5 1 3 7+"
"5548",7646,"4D","V","4B",2,1,"2","-m2","a","B066.krn",0,0,"-M2",1,"5 2 7"
"5549",7648,"4.T","I","4.A;)",1,1.5,"1","-M2","a","B066.krn",0,0,"[e]",1,"1 5 3"
"5550",7649,"8T","V","8e",3.5,0.5,"5","[e]","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5551",7650,"2.T","I","16aLL",1,0.5,"1","+P4","A","B066.krn",0,0,"-P4",1,"1 5 3"
"5552",7651,"2.T","I","16e",1.25,0.5,"5","-P4","A","B066.krn",0,0,"-m3",1,"1 5 3"
"5553",7652,"2.T","I","16c#",1.5,0.25,"3","-m3","A","B066.krn",0,0,"+m3",1,"1 5 3"
"5554",7653,"2.T","I","16e",1.75,0.25,"5","+m3","A","B066.krn",0,0,"+P4",1,"1 5 3"
"5555",7654,"2.T","I","16a",2,0.25,"1","+P4","A","B066.krn",0,0,"+M2",1,"1 5 3"
"5556",7655,"2.T","I","16bJJ",2.25,0.25,"2","+M2","A","B066.krn",0,0,"+M2",0,"1 5 3"
"5557",7656,"2.T","I","16cc#LL",2.5,0.25,"3","+M2","A","B066.krn",0,0,"-M3",1,"1 5 3"
"5558",7657,"2.T","I","16a",2.75,0.25,"1","-M3","A","B066.krn",0,0,"-P4",1,"1 5 3"
"5559",7658,"2.T","I","16e",3,0.25,"5","-P4","A","B066.krn",0,0,"+P4",1,"1 5 3"
"5560",7659,"2.T","I","16a",3.25,0.25,"1","+P4","A","B066.krn",0,0,"+M3",1,"1 5 3"
"5561",7660,"2.T","I","16cc#",3.5,0.25,"3","+M3","A","B066.krn",0,0,"+m2",1,"1 5 3"
"5562",7661,"2.T","I","16ddJJ",3.75,0.25,"4","+m2","A","B066.krn",0,0,"+M2",0,"1 5 3"
"5563",7662,"2.T","V","16eeLL",1,0.25,"5","+M2","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5564",7663,"2.T","V","16b",1.25,0.25,"2","-P4","A","B066.krn",0,0,"-P5",1,"5 2 7"
"5565",7664,"2.T","V","16e",1.5,0.25,"5","-P5","A","B066.krn",0,0,"+P5",1,"5 2 7"
"5566",7665,"2.T","V","16b",1.75,0.25,"2","+P5","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5567",7666,"2.T","V","16ee",2,0.25,"5","+P4","A","B066.krn",0,0,"-m2",1,"5 2 7"
"5568",7667,"2.T","V","16dd#JJ",2.25,0.25,"4+","-m2","A","B066.krn",0,0,"+m2",0,"5 2 7"
"5569",7668,"2.T","V","16eeLL",2.5,0.25,"5","+m2","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5570",7669,"2.T","V","16b",2.75,0.25,"2","-P4","A","B066.krn",0,0,"-P5",1,"5 2 7"
"5571",7670,"2.T","V","16e",3,0.25,"5","-P5","A","B066.krn",0,0,"+P5",1,"5 2 7"
"5572",7671,"2.T","V","16b",3.25,0.25,"2","+P5","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5573",7672,"2.T","V","16ee",3.5,0.25,"5","+P4","A","B066.krn",0,0,"-M2",1,"5 2 7"
"5574",7673,"2.T","V","16ddJJ",3.75,0.25,"4","-M2","A","B066.krn",0,0,"-m2",0,"5 2 7"
"5575",7674,"4.T","I","16cc#LL",1,0.25,"3","-m2","A","B066.krn",0,0,"-M3",1,"1 5 3"
"5576",7675,"4.T","I","16a",1.25,0.25,"1","-M3","A","B066.krn",0,0,"-P4",1,"1 5 3"
"5577",7676,"4.T","I","16e",1.5,0.25,"5","-P4","A","B066.krn",0,0,"+P4",1,"1 5 3"
"5578",7677,"4.T","I","16a",1.75,0.25,"1","+P4","A","B066.krn",0,0,"+M3",1,"1 5 3"
"5579",7678,"4.T","I","16cc#",2,0.25,"3","+M3","A","B066.krn",0,0,"+m3",1,"1 5 3"
"5580",7679,"4.T","I","16eeJJ",2.25,0.25,"5","+m3","A","B066.krn",0,0,"-M2",1,"1 5 3"
"5581",7680,"4T","V7","16ddLL",2.5,0.25,"4","-M2","A","B066.krn",0,0,"-d5",1,"5 2 7 4 3+"
"5582",7681,"4T","V7","16g#",2.75,0.25,"7","-d5","A","B066.krn",0,0,"-M3",1,"5 2 7 4 3+"
"5583",7682,"4T","V7","16e",3,0.25,"5","-M3","A","B066.krn",0,0,"+m7",1,"5 2 7 4 3+"
"5584",7683,"4T","V7","16dd",3.25,0.25,"4","+m7","A","B066.krn",0,0,"-m2",1,"5 2 7 4 3+"
"5585",7684,"8T","I","16cc#",3.5,0.25,"3","-m2","A","B066.krn",0,0,"-M3",1,"1 5 3"
"5586",7685,"8T","I","16aJJ",3.75,0.25,"1","-M3","A","B066.krn",0,0,"+M2",1,"1 5 3"
"5587",7686,"4.D","V","16bLL",1,0.25,"2","+M2","A","B066.krn",0,0,"-m3",1,"5 2 7"
"5588",7687,"4.D","V","16g#",1.25,0.25,"7","-m3","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5589",7688,"4.D","V","16e",1.5,0.25,"5","-M3","A","B066.krn",0,0,"+P5",1,"5 2 7"
"5590",7689,"4.D","V","16b",1.75,0.25,"2","+P5","A","B066.krn",0,0,"-M2",1,"5 2 7"
"5591",7690,"4.D","V","16a",2,0.25,"1","-M2","A","B066.krn",0,0,"-m3",0,"5 2 7"
"5592",7691,"4.D","V","16f#JJ",2.25,0.25,"6","-m3","A","B066.krn",0,0,"+P4",0,"5 2 7"
"5593",7692,"4D","V","16bLL",2.5,0.25,"2","+P4","A","B066.krn",0,0,"-m3",1,"5 2 7"
"5594",7693,"4D","V","16g#",2.75,0.25,"7","-m3","A","B066.krn",0,0,"-M2",1,"5 2 7"
"5595",7694,"4D","V","16f#",3,0.25,"6","-M2","A","B066.krn",0,0,"-M2",0,"5 2 7"
"5596",7695,"4D","V","16e",3.25,0.25,"5","-M2","A","B066.krn",0,0,"[d#]",1,"5 2 7"
"5597",7696,"8T","V","16d#",3.5,0.75,"4+","[d#]","A","B066.krn",0,0,"+m2",0,"5 2 7"
"5598",7697,"8T","V","16eJJ",3.75,0.75,"5","+m2","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5599",7698,"2.T","I","16aLL",1,0.75,"1","+P4","A","B066.krn",0,0,"-P4",1,"1 5 3"
"5600",7699,"2.T","I","16e",1.25,0.25,"5","-P4","A","B066.krn",0,0,"-m3",1,"1 5 3"
"5601",7700,"2.T","I","16c#",1.5,0.25,"3","-m3","A","B066.krn",0,0,"+m3",1,"1 5 3"
"5602",7701,"2.T","I","16e",1.75,0.25,"5","+m3","A","B066.krn",0,0,"+P4",1,"1 5 3"
"5603",7702,"2.T","I","16a",2,0.25,"1","+P4","A","B066.krn",0,0,"+M2",1,"1 5 3"
"5604",7703,"2.T","I","16bJJ",2.25,0.25,"2","+M2","A","B066.krn",0,0,"+M2",0,"1 5 3"
"5605",7704,"2.T","I","16cc#LL",2.5,0.25,"3","+M2","A","B066.krn",0,0,"-M3",1,"1 5 3"
"5606",7705,"2.T","I","16a",2.75,0.25,"1","-M3","A","B066.krn",0,0,"-P4",1,"1 5 3"
"5607",7706,"2.T","I","16e",3,0.25,"5","-P4","A","B066.krn",0,0,"+P4",1,"1 5 3"
"5608",7707,"2.T","I","16a",3.25,0.25,"1","+P4","A","B066.krn",0,0,"+M3",1,"1 5 3"
"5609",7708,"2.T","I","16cc#",3.5,0.25,"3","+M3","A","B066.krn",0,0,"+m2",1,"1 5 3"
"5610",7709,"2.T","I","16ddJJ",3.75,0.25,"4","+m2","A","B066.krn",0,0,"+M2",0,"1 5 3"
"5611",7710,"2.T","V","16eeLL",1,0.25,"5","+M2","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5612",7711,"2.T","V","16b",1.25,0.25,"2","-P4","A","B066.krn",0,0,"-P5",1,"5 2 7"
"5613",7712,"2.T","V","16e",1.5,0.25,"5","-P5","A","B066.krn",0,0,"+P5",1,"5 2 7"
"5614",7713,"2.T","V","16b",1.75,0.25,"2","+P5","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5615",7714,"2.T","V","16ee",2,0.25,"5","+P4","A","B066.krn",0,0,"-m2",1,"5 2 7"
"5616",7715,"2.T","V","16dd#JJ",2.25,0.25,"4+","-m2","A","B066.krn",0,0,"+m2",0,"5 2 7"
"5617",7716,"2.T","V","16eeLL",2.5,0.25,"5","+m2","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5618",7717,"2.T","V","16b",2.75,0.25,"2","-P4","A","B066.krn",0,0,"-P5",1,"5 2 7"
"5619",7718,"2.T","V","16e",3,0.25,"5","-P5","A","B066.krn",0,0,"+P5",1,"5 2 7"
"5620",7719,"2.T","V","16b",3.25,0.25,"2","+P5","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5621",7720,"2.T","V","16ee",3.5,0.25,"5","+P4","A","B066.krn",0,0,"-M2",1,"5 2 7"
"5622",7721,"2.T","V","16ddJJ",3.75,0.25,"4","-M2","A","B066.krn",0,0,"-m2",0,"5 2 7"
"5623",7722,"4.T","I","16cc#LL",1,0.25,"3","-m2","A","B066.krn",0,0,"-M3",1,"1 5 3"
"5624",7723,"4.T","I","16a",1.25,0.25,"1","-M3","A","B066.krn",0,0,"-P4",1,"1 5 3"
"5625",7724,"4.T","I","16e",1.5,0.25,"5","-P4","A","B066.krn",0,0,"+P4",1,"1 5 3"
"5626",7725,"4.T","I","16a",1.75,0.25,"1","+P4","A","B066.krn",0,0,"+M3",1,"1 5 3"
"5627",7726,"4.T","I","16cc#",2,0.25,"3","+M3","A","B066.krn",0,0,"+m3",1,"1 5 3"
"5628",7727,"4.T","I","16eeJJ",2.25,0.25,"5","+m3","A","B066.krn",0,0,"-M2",1,"1 5 3"
"5629",7728,"4T","V7","16ddLL",2.5,0.25,"4","-M2","A","B066.krn",0,0,"-d5",1,"5 2 7 4 3+"
"5630",7729,"4T","V7","16g#",2.75,0.25,"7","-d5","A","B066.krn",0,0,"-M3",1,"5 2 7 4 3+"
"5631",7730,"4T","V7","16e",3,0.25,"5","-M3","A","B066.krn",0,0,"+m7",1,"5 2 7 4 3+"
"5632",7731,"4T","V7","16dd",3.25,0.25,"4","+m7","A","B066.krn",0,0,"-m2",1,"5 2 7 4 3+"
"5633",7732,"8T","I","16cc#",3.5,0.25,"3","-m2","A","B066.krn",0,0,"-M3",1,"1 5 3"
"5634",7733,"8T","I","16aJJ",3.75,0.25,"1","-M3","A","B066.krn",0,0,"+M2",1,"1 5 3"
"5635",7734,"4.D","V","16bLL",1,0.25,"2","+M2","A","B066.krn",0,0,"-m3",1,"5 2 7"
"5636",7735,"4.D","V","16g#",1.25,0.25,"7","-m3","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5637",7736,"4.D","V","16e",1.5,0.25,"5","-M3","A","B066.krn",0,0,"+P5",1,"5 2 7"
"5638",7737,"4.D","V","16b",1.75,0.25,"2","+P5","A","B066.krn",0,0,"-M2",1,"5 2 7"
"5639",7738,"4.D","V","16a",2,0.25,"1","-M2","A","B066.krn",0,0,"-m3",0,"5 2 7"
"5640",7739,"4.D","V","16f#JJ",2.25,0.25,"6","-m3","A","B066.krn",0,0,"+P4",0,"5 2 7"
"5641",7740,"4D","V","4b",2.5,1,"2","+P4","A","B066.krn",0,0,"[b]",1,"5 2 7"
"5642",7741,"8D","V/V","8b",3.5,0.5,"2","[b]","A","B066.krn",0,0,"P1",1,"2 6 4+"
"5643",7742,"2.D","V/V","16bLL",1,0.5,"2","P1","A","B066.krn",0,0,"-P4",1,"2 6 4+"
"5644",7743,"2.D","V/V","16f#",1.25,0.5,"6","-P4","A","B066.krn",0,0,"-P5",1,"2 6 4+"
"5645",7744,"2.D","V/V","16B",1.5,0.25,"2","-P5","A","B066.krn",0,0,"+P5",1,"2 6 4+"
"5646",7745,"2.D","V/V","16f#",1.75,0.25,"6","+P5","A","B066.krn",0,0,"+M3",1,"2 6 4+"
"5647",7746,"2.D","V/V","16a#",2,0.25,"1+","+M3","A","B066.krn",0,0,"-M3",0,"2 6 4+"
"5648",7747,"2.D","V/V","16f#JJ",2.25,0.25,"6","-M3","A","B066.krn",0,0,"+P4",1,"2 6 4+"
"5649",7748,"2.D","V/V","16bLL",2.5,0.25,"2","+P4","A","B066.krn",0,0,"-P4",1,"2 6 4+"
"5650",7749,"2.D","V/V","16f#",2.75,0.25,"6","-P4","A","B066.krn",0,0,"-P5",1,"2 6 4+"
"5651",7750,"2.D","V/V","16B",3,0.25,"2","-P5","A","B066.krn",0,0,"+P5",1,"2 6 4+"
"5652",7751,"2.D","V/V","16f#",3.25,0.25,"6","+P5","A","B066.krn",0,0,"+m3",1,"2 6 4+"
"5653",7752,"2.D","V/V","16a",3.5,0.25,"1","+m3","A","B066.krn",0,0,"-m3",0,"2 6 4+"
"5654",7753,"2.D","V/V","16f#JJ",3.75,0.25,"6","-m3","A","B066.krn",0,0,"+M2",1,"2 6 4+"
"5655",7754,"2.D","V","16g#LL",1,0.25,"7","+M2","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5656",7755,"2.D","V","16e",1.25,0.25,"5","-M3","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5657",7756,"2.D","V","16B",1.5,0.25,"2","-P4","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5658",7757,"2.D","V","16e",1.75,0.25,"5","+P4","A","B066.krn",0,0,"+M2",1,"5 2 7"
"5659",7758,"2.D","V","16f#",2,0.25,"6","+M2","A","B066.krn",0,0,"-M2",0,"5 2 7"
"5660",7759,"2.D","V","16eJJ",2.25,0.25,"5","-M2","A","B066.krn",0,0,"+M3",1,"5 2 7"
"5661",7760,"2.D","V","16g#LL",2.5,0.25,"7","+M3","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5662",7761,"2.D","V","16e",2.75,0.25,"5","-M3","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5663",7762,"2.D","V","16B",3,0.25,"2","-P4","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5664",7763,"2.D","V","16e",3.25,0.25,"5","+P4","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5665",7764,"2.D","V","16a",3.5,0.25,"1","+P4","A","B066.krn",0,0,"-P4",0,"5 2 7"
"5666",7765,"2.D","V","16eJJ",3.75,0.25,"5","-P4","A","B066.krn",0,0,"+P5",1,"5 2 7"
"5667",7766,"2.D","V/V","16bLL",1,0.25,"2","+P5","A","B066.krn",0,0,"-P4",1,"2 6 4+"
"5668",7767,"2.D","V/V","16f#",1.25,0.25,"6","-P4","A","B066.krn",0,0,"-P5",1,"2 6 4+"
"5669",7768,"2.D","V/V","16B",1.5,0.25,"2","-P5","A","B066.krn",0,0,"+P5",1,"2 6 4+"
"5670",7769,"2.D","V/V","16f#",1.75,0.25,"6","+P5","A","B066.krn",0,0,"+M3",1,"2 6 4+"
"5671",7770,"2.D","V/V","16a#",2,0.25,"1+","+M3","A","B066.krn",0,0,"-M3",0,"2 6 4+"
"5672",7771,"2.D","V/V","16f#JJ",2.25,0.25,"6","-M3","A","B066.krn",0,0,"+P4",1,"2 6 4+"
"5673",7772,"2.D","V/V","16bLL",2.5,0.25,"2","+P4","A","B066.krn",0,0,"-P4",1,"2 6 4+"
"5674",7773,"2.D","V/V","16f#",2.75,0.25,"6","-P4","A","B066.krn",0,0,"-P5",1,"2 6 4+"
"5675",7774,"2.D","V/V","16B",3,0.25,"2","-P5","A","B066.krn",0,0,"+P5",1,"2 6 4+"
"5676",7775,"2.D","V/V","16f#",3.25,0.25,"6","+P5","A","B066.krn",0,0,"+m3",1,"2 6 4+"
"5677",7776,"2.D","V/V","16a",3.5,0.25,"1","+m3","A","B066.krn",0,0,"-m3",0,"2 6 4+"
"5678",7777,"2.D","V/V","16f#JJ",3.75,0.25,"6","-m3","A","B066.krn",0,0,"+M2",1,"2 6 4+"
"5679",7778,"2D","V","16g#LL",1,0.25,"7","+M2","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5680",7779,"2D","V","16e",1.25,0.25,"5","-M3","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5681",7780,"2D","V","16B",1.5,0.25,"2","-P4","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5682",7781,"2D","V","16e",1.75,0.25,"5","+P4","A","B066.krn",0,0,"+M2",1,"5 2 7"
"5683",7782,"2D","V","16f#",2,0.25,"6","+M2","A","B066.krn",0,0,"-P5",0,"5 2 7"
"5684",7783,"2D","V","16BJJ",2.25,0.25,"2","-P5","A","B066.krn",0,0,"+M6",1,"5 2 7"
"5685",7784,"2D","V","16g#LL",2.5,0.25,"7","+M6","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5686",7785,"2D","V","16e",2.75,0.25,"5","-M3","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5687",7786,"8D","V","16B",3,0.25,"2","-P4","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5688",7787,"8D","V","16eJ",3.25,0.25,"5","+P4","A","B066.krn",0,0,"[b]",1,"5 2 7"
"5689",7788,"8D","V","8bJ",3.5,0.5,"2","[b]","A","B066.krn",0,0,"-A8",1,"5 2 7"
"5690",7789,"4.D","I","16B#LL",1,0.25,"2-","-A8","A","B066.krn",0,0,"+m2",0,"1 5 3"
"5691",7790,"4.D","I","16c#",1.25,0.25,"3","+m2","A","B066.krn",0,0,"+m7",1,"1 5 3"
"5692",7791,"4.D","I","16b",1.5,0.25,"2","+m7","A","B066.krn",0,0,"-m7",0,"1 5 3"
"5693",7792,"4.D","I","16c#",1.75,0.25,"3","-m7","A","B066.krn",0,0,"+m6",1,"1 5 3"
"5694",7793,"4.D","I","16a",2,0.25,"1","+m6","A","B066.krn",0,0,"-m6",1,"1 5 3"
"5695",7794,"4.D","I","16c#JJ",2.25,0.25,"3","-m6","A","B066.krn",0,0,"+m3",1,"1 5 3"
"5696",7795,"4.D","V/V","16eLL",2.5,0.25,"5","+m3","A","B066.krn",0,0,"-m2",0,"2 6 4+"
"5697",7796,"4.D","V/V","16d#",2.75,0.25,"4+","-m2","A","B066.krn",0,0,"+d5",1,"2 6 4+"
"5698",7797,"4.D","V/V","16a",3,0.25,"1","+d5","A","B066.krn",0,0,"-d5",0,"2 6 4+"
"5699",7798,"4.D","V/V","16d#",3.25,0.25,"4+","-d5","A","B066.krn",0,0,"+d5",1,"2 6 4+"
"5700",7799,"4.D","V/V","16a",3.5,0.25,"1","+d5","A","B066.krn",0,0,"-d5",0,"2 6 4+"
"5701",7800,"4.D","V/V","16d#JJ",3.75,0.25,"4+","-d5","A","B066.krn",0,0,"+m3",1,"2 6 4+"
"5702",7801,"4.D","V","16f#LL",1,0.25,"6","+m3","A","B066.krn",0,0,"-M2",0,"5 2 7"
"5703",7802,"4.D","V","16e",1.25,0.25,"5","-M2","A","B066.krn",0,0,"-m2",1,"5 2 7"
"5704",7803,"4.D","V","16d#",1.5,0.25,"4+","-m2","A","B066.krn",0,0,"+m2",0,"5 2 7"
"5705",7804,"4.D","V","16e",1.75,0.25,"5","+m2","A","B066.krn",0,0,"+M3",1,"5 2 7"
"5706",7805,"4.D","V","16g#",2,0.25,"7","+M3","A","B066.krn",0,0,"+m3",1,"5 2 7"
"5707",7806,"4.D","V","16bJJ",2.25,0.25,"2","+m3","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5708",7807,"4D","V","8eeL",2.5,0.5,"5","+P4","A","B066.krn",0,0,"+M3",1,"5 2 7"
"5709",7808,"4D","V","8gg#",3,0.5,"7","+M3","A","B066.krn",0,0,"-M6",1,"5 2 7"
"5710",7809,"8D","V","8bJ",3.5,0.5,"2","-M6","A","B066.krn",0,0,"A1",1,"5 2 7"
"5711",7810,"4.D","I","16b#LL",1,0.25,"2-","A1","A","B066.krn",0,0,"+m2",0,"1 5 3"
"5712",7811,"4.D","I","16cc#",1.25,0.25,"3","+m2","A","B066.krn",0,0,"+m7",1,"1 5 3"
"5713",7812,"4.D","I","16bb",1.5,0.25,"2","+m7","A","B066.krn",0,0,"-m7",0,"1 5 3"
"5714",7813,"4.D","I","16cc#",1.75,0.25,"3","-m7","A","B066.krn",0,0,"+m6",1,"1 5 3"
"5715",7814,"4.D","I","16aa",2,0.25,"1","+m6","A","B066.krn",0,0,"-m6",1,"1 5 3"
"5716",7815,"4.D","I","16cc#JJ",2.25,0.25,"3","-m6","A","B066.krn",0,0,"+m3",1,"1 5 3"
"5717",7816,"4.D","V/V","16eeLL",2.5,0.25,"5","+m3","A","B066.krn",0,0,"-m2",0,"2 6 4+"
"5718",7817,"4.D","V/V","16dd#",2.75,0.25,"4+","-m2","A","B066.krn",0,0,"+d5",1,"2 6 4+"
"5719",7818,"4.D","V/V","16aa",3,0.25,"1","+d5","A","B066.krn",0,0,"-d5",0,"2 6 4+"
"5720",7819,"4.D","V/V","16dd#",3.25,0.25,"4+","-d5","A","B066.krn",0,0,"+d5",1,"2 6 4+"
"5721",7820,"4.D","V/V","16aa",3.5,0.25,"1","+d5","A","B066.krn",0,0,"-d5",0,"2 6 4+"
"5722",7821,"4.D","V/V","16dd#JJ",3.75,0.25,"4+","-d5","A","B066.krn",0,0,"+m3",1,"2 6 4+"
"5723",7822,"4.D","V","16ff#LL",1,0.25,"6","+m3","A","B066.krn",0,0,"-M2",0,"5 2 7"
"5724",7823,"4.D","V","16ee",1.25,0.25,"5","-M2","A","B066.krn",0,0,"+M3",1,"5 2 7"
"5725",7824,"4.D","V","16gg#",1.5,0.25,"7","+M3","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5726",7825,"4.D","V","16ee",1.75,0.25,"5","-M3","A","B066.krn",0,0,"-P4",1,"5 2 7"
"5727",7826,"4.D","V","16b",2,0.25,"2","-P4","A","B066.krn",0,0,"-m3",1,"5 2 7"
"5728",7827,"4.D","V","16g#JJ",2.25,0.25,"7","-m3","A","B066.krn",0,0,"-M3",1,"5 2 7"
"5729",7828,"4D","V","8eL",2.5,0.5,"5","-M3","A","B066.krn",0,0,"+M3",1,"5 2 7"
"5730",7829,"4D","V","8g#",3,0.5,"7","+M3","A","B066.krn",0,0,"+m3",1,"5 2 7"
"5731",7830,"8D","V","8bJ",3.5,0.5,"2","+m3","A","B066.krn",0,0,"-A8",1,"5 2 7"
"5732",7831,"4.D","I","16B#LL",1,0.25,"2-","-A8","A","B066.krn",0,0,"+m2",0,"1 5 3"
"5733",7832,"4.D","I","16c#",1.25,0.25,"3","+m2","A","B066.krn",0,0,"+m7",1,"1 5 3"
"5734",7833,"4.D","I","16b",1.5,0.5,"2","+m7","A","B066.krn",0,0,"-m7",0,"1 5 3"
"5735",7834,"4.D","I","16c#",1.75,0.5,"3","-m7","A","B066.krn",0,0,"+m6",1,"1 5 3"
"5736",7835,"4.D","I","16a",2,0.5,"1","+m6","A","B066.krn",0,0,"-m6",1,"1 5 3"
"5737",7836,"4.D","I","16c#JJ",2.25,0.5,"3","-m6","A","B066.krn",0,0,"+m3",1,"1 5 3"
"5738",7837,"4.D","V/V","16eLL",2.5,0.25,"5","+m3","A","B066.krn",0,0,"-m2",0,"2 6 4+"
"5739",7838,"4.D","V/V","16d#",2.75,0.25,"4+","-m2","A","B066.krn",0,0,"+d5",1,"2 6 4+"
"5740",7839,"4.D","V/V","16a",3,0.25,"1","+d5","A","B066.krn",0,0,"-d5",0,"2 6 4+"
"5741",7840,"4.D","V/V","16d#",3.25,0.25,"4+","-d5","A","B066.krn",0,0,"+d5",1,"2 6 4+"
"5742",7841,"4.D","V/V","16a",3.5,0.25,"1","+d5","A","B066.krn",0,0,"-d5",0,"2 6 4+"
"5743",7842,"4.D","V/V","16d#JJ",3.75,0.25,"4+","-d5","A","B066.krn",0,0,"+m3",1,"2 6 4+"
"5744",7843,"4.D","V","16f#LL",1,0.25,"6","+m3","A","B066.krn",0,0,"-M2",0,"5 2 7"
"5745",7844,"4.D","V","16e",1.25,0.25,"5","-M2","A","B066.krn",0,0,"-m2",1,"5 2 7"
"5746",7845,"4.D","V","16d#",1.5,0.25,"4+","-m2","A","B066.krn",0,0,"+m2",0,"5 2 7"
"5747",7846,"4.D","V","16e",1.75,0.25,"5","+m2","A","B066.krn",0,0,"+M3",1,"5 2 7"
"5748",7847,"4.D","V","16g#",2,0.25,"7","+M3","A","B066.krn",0,0,"+m3",1,"5 2 7"
"5749",7848,"4.D","V","16bJJ",2.25,0.25,"2","+m3","A","B066.krn",0,0,"+P4",1,"5 2 7"
"5750",7849,"4D","V","8eeL",2.5,0.5,"5","+P4","A","B066.krn",0,0,"+M3",1,"5 2 7"
"5751",7850,"4D","V","8gg#",3,0.5,"7","+M3","A","B066.krn",0,0,"-M6",1,"5 2 7"
"5752",7851,"8D","V","8bJ",3.5,0.5,"2","-M6","A","B066.krn",0,0,"A1",1,"5 2 7"
"5753",7852,"4.D","I","16b#LL",1,0.25,"2-","A1","A","B066.krn",0,0,"+m2",0,"1 5 3"
