"","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"4406","V/V/V","4.cc#","2.5","1.5","1+","A1","C","2_iiv.krn","+m2",NA,NA
"4407","V/V","8dd","1","0.5","2","+m2","C","2_iiv.krn","-m2",NA,NA
"4408","V/V","8cc#","1.5","0.5","1+","-m2","C","2_iiv.krn","d1",NA,NA
"4409","V/V","8cc","2","0.5","1","d1","C","2_iiv.krn","-m2",NA,NA
"4410","V","4.b","2.5","1.5","7","-m2","C","2_iiv.krn","+m2",NA,NA
"4411","I","8cc","1","0.5","1","+m2","C","2_iiv.krn","+M2",NA,NA
"4412","I","8dd","1.5","0.5","2","+M2","C","2_iiv.krn","+M2",NA,NA
"4413","I","8ee","2","0.5","3","+M2","C","2_iiv.krn","+m2",NA,NA
"4414","IV","16ff","2.5","0.25","4","+m2","C","2_iiv.krn","+M2",NA,NA
"4415","IV","16gg","2.75","0.25","5","+M2","C","2_iiv.krn","+M2",NA,NA
"4416","IV","16aa","3","0.25","6","+M2","C","2_iiv.krn","-M2",NA,NA
"4417","IV","16gg","3.25","0.25","5","-M2","C","2_iiv.krn","-M2",NA,NA
"4418","IV","16ff","3.5","0.25","4","-M2","C","2_iiv.krn","-m2",NA,NA
"4419","IV","16ee","3.75","0.25","3","-m2","C","2_iiv.krn","-M2",NA,NA
"4420","V/V","8dd","1","0.5","2","-M2","C","2_iiv.krn","+M2",NA,NA
"4421","V/V","8ee","1.5","0.5","3","+M2","C","2_iiv.krn","+M2",NA,NA
"4422","V/V","8ff#","2","0.5","4+","+M2","C","2_iiv.krn","+m2",NA,NA
"4423","V","16gg","2.5","0.25","5","+m2","C","2_iiv.krn","+M2",NA,NA
"4424","V","16aa","2.75","0.25","6","+M2","C","2_iiv.krn","+M2",NA,NA
"4425","V","16bb","3","0.25","7","+M2","C","2_iiv.krn","-M2",NA,NA
"4426","V","16aa","3.25","0.25","6","-M2","C","2_iiv.krn","-M2",NA,NA
"4427","V","16gg","3.5","0.25","5","-M2","C","2_iiv.krn","-m2",NA,NA
"4428","V","16ff#","3.75","0.25","4+","-m2","C","2_iiv.krn","-M2",NA,NA
"4429","V/vi","8ee","1","0.5","3","-M2","C","2_iiv.krn","+M2",NA,NA
"4430","V/vi","8ff#","1.5","0.5","4+","+M2","C","2_iiv.krn","+M2",NA,NA
"4431","V/vi","8gg#","2","0.5","5+","+M2","C","2_iiv.krn","+m2",NA,NA
"4432","vi","16aa","2.5","0.25","6","+m2","C","2_iiv.krn","+M2",NA,NA
"4433","vi","16bb","2.75","0.25","7","+M2","C","2_iiv.krn","+m2",NA,NA
"4434","vi","16ccc","3","0.25","1","+m2","C","2_iiv.krn","-m2",NA,NA
"4435","vi","16bb","3.25","0.25","7","-m2","C","2_iiv.krn","-M2",NA,NA
"4436","vi","16aa","3.5","0.25","6","-M2","C","2_iiv.krn","-M2",NA,NA
"4437","vi","16gg","3.75","0.25","5","-M2","C","2_iiv.krn","-M2",NA,NA
"4438","ii","8ff","1","0.5","4","-M2","C","2_iiv.krn","-P8",NA,NA
"4439","ii","8f","1.5","0.5","4","-P8","C","2_iiv.krn","P1",NA,NA
"4440","ii","8f","2","0.5","4","P1","C","2_iiv.krn","+M6",NA,NA
"4441","ii","16dd","2.5","0.25","2","+M6","C","2_iiv.krn","+M2",NA,NA
"4442","ii","16ee","2.75","0.25","3","+M2","C","2_iiv.krn","+m2",NA,NA
"4443","ii","16ff","3","0.25","4","+m2","C","2_iiv.krn","-m2",NA,NA
"4444","ii","16ee","3.25","0.25","3","-m2","C","2_iiv.krn","-M2",NA,NA
"4445","ii","16dd","3.5","0.25","2","-M2","C","2_iiv.krn","-M2",NA,NA
"4446","ii","16cc","3.75","0.25","1","-M2","C","2_iiv.krn","-m2",NA,NA
"4447","V","8b","1","0.5","7","-m2","C","2_iiv.krn","-P8",NA,NA
"4448","V","8B","1.5","0.5","7","-P8","C","2_iiv.krn","P1",NA,NA
"4449","V","8B","2","0.5","7","P1","C","2_iiv.krn","+m17",NA,NA
"4450","V","16ddd","2.5","0.25","2","+m17","C","2_iiv.krn","-M2",NA,NA
"4451","V","16ccc","2.75","0.25","1","-M2","C","2_iiv.krn","-m2",NA,NA
"4452","V","16bb","3","0.25","7","-m2","C","2_iiv.krn","-M2",NA,NA
"4453","V","16aa","3.25","0.25","6","-M2","C","2_iiv.krn","-M2",NA,NA
"4454","V","16gg","3.5","0.25","5","-M2","C","2_iiv.krn","-M2",NA,NA
"4455","V","16ff","3.75","0.25","4","-M2","C","2_iiv.krn","-m2",NA,NA
"4456","I","8ee","1","0.5","3","-m2","C","2_iiv.krn","-P8",NA,NA
"4457","I","8e","1.5","0.5","3","-P8","C","2_iiv.krn","P1",NA,NA
"4458","I","8e","2","0.5","3","P1","C","2_iiv.krn","+m6",NA,NA
"4459","I","16cc","2.5","0.25","1","+m6","C","2_iiv.krn","+M2",NA,NA
"4460","I","16dd","2.75","0.25","2","+M2","C","2_iiv.krn","+M2",NA,NA
"4461","I","16ee","3","0.25","3","+M2","C","2_iiv.krn","-M2",NA,NA
"4462","I","16dd","3.25","0.25","2","-M2","C","2_iiv.krn","-M2",NA,NA
"4463","I","16cc","3.5","0.25","1","-M2","C","2_iiv.krn","-m2",NA,NA
"4464","I","16b","3.75","0.25","7","-m2","C","2_iiv.krn","-M2",NA,NA
"4465","IV","8a","1","0.5","6","-M2","C","2_iiv.krn","-P8",NA,NA
"4466","IV","8A","1.5","0.5","6","-P8","C","2_iiv.krn","P1",NA,NA
"4467","IV","8A","2","0.5","6","P1","C","2_iiv.krn","+m17",NA,NA
"4468","IV","16ccc","2.5","0.25","1","+m17","C","2_iiv.krn","-m2",NA,NA
"4469","IV","16bb","2.75","0.25","7","-m2","C","2_iiv.krn","-M2",NA,NA
"4470","IV","16aa","3","0.25","6","-M2","C","2_iiv.krn","-M2",NA,NA
"4471","IV","16gg","3.25","0.25","5","-M2","C","2_iiv.krn","-M2",NA,NA
"4472","IV","16ff","3.5","0.25","4","-M2","C","2_iiv.krn","-m2",NA,NA
"4473","IV","16ee","3.75","0.25","3","-m2","C","2_iiv.krn","-M2",NA,NA
"4474","viio","8dd","1","0.5","2","-M2","C","2_iiv.krn","-P8",NA,NA
"4475","viio","8d","1.5","0.5","2","-P8","C","2_iiv.krn","P1",NA,NA
"4476","viio","8d","2","0.5","2","P1","C","2_iiv.krn","+M6",NA,NA
"4477","viio","16b","2.5","0.25","7","+M6","C","2_iiv.krn","+m2",NA,NA
"4478","viio","16cc","2.75","0.25","1","+m2","C","2_iiv.krn","+M2",NA,NA
"4479","viio","16dd","3","0.25","5","+M2","G","2_iiv.krn","-M2",NA,NA
"4480","viio","16cc","3.25","0.25","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4481","viio","16b","3.5","0.25","3","-m2","G","2_iiv.krn","-M2",NA,NA
"4482","viio","16a","3.75","0.25","2","-M2","G","2_iiv.krn","-M2",NA,NA
"4483","iii","8g","1","0.5","1","-M2","G","2_iiv.krn","-P8",NA,NA
"4484","iii","8G","1.5","0.5","1","-P8","G","2_iiv.krn","P1",NA,NA
"4485","iii","8G","2","0.5","1","P1","G","2_iiv.krn","+M17",NA,NA
"4486","iii","16bb","2.5","0.25","3","+M17","G","2_iiv.krn","-M2",NA,NA
"4487","iii","16aa","2.75","0.25","2","-M2","G","2_iiv.krn","-M2",NA,NA
"4488","iii","16gg","3","0.25","1","-M2","G","2_iiv.krn","-M2",NA,NA
"4489","iii","16ff","3.25","0.25","7-","-M2","G","2_iiv.krn","-m2",NA,NA
"4490","iii","16ee","3.5","0.25","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4491","iii","16dd","3.75","0.25","5","-M2","G","2_iiv.krn","-M2",NA,NA
"4492","vi","8cc","1","0.5","4","-M2","G","2_iiv.krn","-P8",NA,NA
"4493","vi","8c","1.5","0.5","4","-P8","G","2_iiv.krn","P1",NA,NA
"4494","vi","8c","2","0.5","4","P1","G","2_iiv.krn","+M6",NA,NA
"4495","vi","16a","2.5","0.25","2","+M6","G","2_iiv.krn","+M2",NA,NA
"4496","vi","16b","2.75","0.25","3","+M2","G","2_iiv.krn","+m2",NA,NA
"4497","vi","16cc","3","0.25","4","+m2","G","2_iiv.krn","-m2",NA,NA
"4498","vi","16b","3.25","0.25","3","-m2","G","2_iiv.krn","-M2",NA,NA
"4499","vi","16a","3.5","0.25","2","-M2","G","2_iiv.krn","-M2",NA,NA
"4500","vi","16g","3.75","0.25","1","-M2","G","2_iiv.krn","-M2",NA,NA
"4501","ii","8f","1","0.5","7-","-M2","G","2_iiv.krn","+P8",NA,NA
"4502","ii","8ff","1.5","0.5","7-","+P8","G","2_iiv.krn","P1",NA,NA
"4503","ii","8ff","2","0.5","7-","P1","G","2_iiv.krn","+M3",NA,NA
"4504","ii","16aa","2.5","0.25","2","+M3","G","2_iiv.krn","-M2",NA,NA
"4505","ii","16gg","2.75","0.25","1","-M2","G","2_iiv.krn","-M2",NA,NA
"4506","ii","16ff","3","0.25","7-","-M2","G","2_iiv.krn","-m2",NA,NA
"4507","ii","16ee","3.25","0.25","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4508","ii","16dd","3.5","0.25","5","-M2","G","2_iiv.krn","-M2",NA,NA
"4509","ii","16cc","3.75","0.25","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4510","V","16b","1","0.25","3","-m2","G","2_iiv.krn","+m2",NA,NA
"4511","V","16cc","1.25","0.25","4","+m2","G","2_iiv.krn","+M2",NA,NA
"4512","V","16dd","1.5","0.25","5","+M2","G","2_iiv.krn","-M2",NA,NA
"4513","V","16cc","1.75","0.25","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4514","V","16b","2","0.25","3","-m2","G","2_iiv.krn","-M2",NA,NA
"4515","V","16a","2.25","0.25","2","-M2","G","2_iiv.krn","-M2",NA,NA
"4516","V","16g","2.5","0.25","1","-M2","G","2_iiv.krn","+M2",NA,NA
"4517","V","16a","2.75","0.25","2","+M2","G","2_iiv.krn","+M2",NA,NA
"4518","V","16b","3","0.25","3","+M2","G","2_iiv.krn","-M2",NA,NA
"4519","V","16a","3.25","0.25","2","-M2","G","2_iiv.krn","-M2",NA,NA
"4520","V","16g","3.5","0.25","1","-M2","G","2_iiv.krn","-M2",NA,NA
"4521","V","16f","3.75","0.25","7-","-M2","G","2_iiv.krn","-m2",NA,NA
"4522","I","4e","1","1","6","-m2","G","2_iiv.krn","+m6",NA,NA
"4524","vi","16cc","2.5","0.25","4","+m6","G","2_iiv.krn","+M2",NA,NA
"4525","vi","16dd","2.75","0.25","5","+M2","G","2_iiv.krn","+M2",NA,NA
"4526","vi","16ee","3","0.25","6","+M2","G","2_iiv.krn","-M2",NA,NA
"4527","vi","16dd","3.25","0.25","5","-M2","G","2_iiv.krn","-M2",NA,NA
"4528","vi","16cc","3.5","0.25","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4529","vi","16b","3.75","0.25","3","-m2","G","2_iiv.krn","-M2",NA,NA
"4530","ii","4a","1","1","2","-M2","G","2_iiv.krn","+P4",NA,NA
"4532","viio","16dd","2.5","0.25","5","+P4","G","2_iiv.krn","+M2",NA,NA
"4533","viio","16ee","2.75","0.25","6","+M2","G","2_iiv.krn","+m2",NA,NA
"4534","viio","16ff","3","0.25","7-","+m2","G","2_iiv.krn","-m2",NA,NA
"4535","viio","16ee","3.25","0.25","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4536","viio","16dd","3.5","0.25","5","-M2","G","2_iiv.krn","-M2",NA,NA
"4537","viio","16cc","3.75","0.25","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4538","iii","4b","1","1","3","-m2","G","2_iiv.krn","+P4",NA,NA
"4540","I","16ee","2.5","0.25","6","+P4","G","2_iiv.krn","+m2",NA,NA
"4541","I","16ff","2.75","0.25","7-","+m2","G","2_iiv.krn","+M2",NA,NA
"4542","I","16gg","3","0.25","1","+M2","G","2_iiv.krn","-M2",NA,NA
"4543","I","16ff","3.25","0.25","7-","-M2","G","2_iiv.krn","-m2",NA,NA
"4544","I","16ee","3.5","0.25","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4545","I","16dd","3.75","0.25","5","-M2","G","2_iiv.krn","-M2",NA,NA
"4546","IV","4cc","1","1","4","-M2","G","2_iiv.krn","+P4",NA,NA
"4548","ii","16ff","2.5","0.25","7-","+P4","G","2_iiv.krn","+M2",NA,NA
"4549","ii","16gg","2.75","0.25","1","+M2","G","2_iiv.krn","+M2",NA,NA
"4550","ii","16aa","3","0.25","2","+M2","G","2_iiv.krn","-M2",NA,NA
"4551","ii","16gg","3.25","0.25","1","-M2","G","2_iiv.krn","-M2",NA,NA
"4552","ii","16ff","3.5","0.25","7-","-M2","G","2_iiv.krn","-m2",NA,NA
"4553","ii","16ee","3.75","0.25","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4554","viio","16dd","1","0.25","5","-M2","G","2_iiv.krn","+M2",NA,NA
"4555","viio","16ee","1.25","0.25","6","+M2","G","2_iiv.krn","+m2",NA,NA
"4556","viio","16ff","1.5","0.25","7-","+m2","G","2_iiv.krn","-m2",NA,NA
"4557","viio","16ee","1.75","0.25","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4558","viio","16dd","2","0.25","5","-M2","G","2_iiv.krn","-M2",NA,NA
"4559","viio","16cc","2.25","0.25","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4560","viio","16b","2.5","0.25","3","-m2","G","2_iiv.krn","+m2",NA,NA
"4561","viio","16cc","2.75","0.25","4","+m2","G","2_iiv.krn","+M2",NA,NA
"4562","viio","16dd","3","0.25","5","+M2","G","2_iiv.krn","-M2",NA,NA
"4563","viio","16cc","3.25","0.25","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4564","viio","16b","3.5","0.25","3","-m2","G","2_iiv.krn","-M2",NA,NA
"4565","viio","16a","3.75","0.25","2","-M2","G","2_iiv.krn","-M2",NA,NA
"4566","V","8g","1","0.5","1","-M2","G","2_iiv.krn","+P8",NA,NA
"4567","V","8gg","1.5","0.5","1","+P8","G","2_iiv.krn","P1",NA,NA
"4568","V","8gg","2","0.5","1","P1","G","2_iiv.krn","-P8",NA,NA
"4569","V","8g","2.5","0.5","1","-P8","G","2_iiv.krn","+m2",NA,NA
"4570","V","8a-","3","0.5","2-","+m2","G","2_iiv.krn","A1",NA,NA
"4571","V","8a","3.5","0.5","2","A1","G","2_iiv.krn","+m2",NA,NA
"4572","v","4.b-","1","1.5","3-","+m2","G","2_iiv.krn","A1",NA,NA
"4573","V","4.b","2.5","1.5","3","A1","G","2_iiv.krn","+m2",NA,NA
"4574","I","8cc","1","0.5","4","+m2","G","2_iiv.krn","+P8",NA,NA
"4575","I","8ccc","1.5","0.5","4","+P8","G","2_iiv.krn","P1",NA,NA
"4576","I","8ccc","2","0.5","4","P1","G","2_iiv.krn","-P8",NA,NA
"4577","I","8cc","2.5","0.5","4","-P8","G","2_iiv.krn","+m2",NA,NA
"4578","I","8dd-","3","0.5","5-","+m2","G","2_iiv.krn","A1",NA,NA
"4579","I","8dd","3.5","0.5","5","A1","G","2_iiv.krn","+m2",NA,NA
"4580","i","4.ee-","1","1.5","6-","+m2","G","2_iiv.krn","A1",NA,NA
"4581","I","4.ee","2.5","1.5","6","A1","G","2_iiv.krn","+m2",NA,NA
"4582","IV","4.ff","1","1.5","7-","+m2","G","2_iiv.krn","A1",NA,NA
"4583","V/V","4.ff#","2.5","1.5","7","A1","G","2_iiv.krn","+m2",NA,NA
"4584","V","8gg","1","0.5","1","+m2","G","2_iiv.krn","-m6",NA,NA
"4585","V","16b","1.5","0.25","3","-m6","G","2_iiv.krn","+m2",NA,NA
"4586","V","16cc","1.75","0.25","4","+m2","G","2_iiv.krn","-m2",NA,NA
"4587","V","16b","2","0.25","3","-m2","G","2_iiv.krn","-M2",NA,NA
"4588","V","16a","2.25","0.25","2","-M2","G","2_iiv.krn","-M2",NA,NA
"4589","V","4g","2.5","1","1","-M2","G","2_iiv.krn","+m7",NA,NA
"4593","IV","8ff","3","0.5","7-","+m7","G","2_iiv.krn","P1",NA,NA
"4594","IV","[8ff","3.5","0.5","7-","P1","G","2_iiv.krn","+M2",NA,NA
"4596","V7","16gg","1.5","0.25","1","+M2","G","2_iiv.krn","-M2",NA,NA
"4597","V7","16ff","1.75","0.25","7-","-M2","G","2_iiv.krn","-m2",NA,NA
"4598","I","4ee","2","1","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4600","IV","8dd","3","0.5","5","-M2","G","2_iiv.krn","-M2",NA,NA
"4601","IV","8cc","3.5","0.5","4","-M2","G","2_iiv.krn","-m2",NA,NA
"4602","V7","4b","1","1","3","-m2","G","2_iiv.krn","+m2",NA,NA
"4603","I","8cc","2","0.5","4","+m2","G","2_iiv.krn","-P5",NA,NA
"4604","I","8f","2.5","0.5","7-","-P5","G","2_iiv.krn","P1",NA,NA
"4605","iim7","8f","3","0.5","7-","P1","G","2_iiv.krn","P1",NA,NA
"4606","iim7","[8f","3.5","0.5","7-","P1","G","2_iiv.krn","+M2",NA,NA
"4608","V7","16g","1.5","0.25","1","+M2","G","2_iiv.krn","-M2",NA,NA
"4609","V7","16f","1.75","0.25","7-","-M2","G","2_iiv.krn","-m2",NA,NA
"4610","I","8e","2","0.5","6","-m2","G","2_iiv.krn","-M2",NA,NA
"4611","ii","8d","2.5","0.5","5","-M2","G","2_iiv.krn","+m3",NA,NA
"4612","ii","8f","3","0.5","7-","+m3","G","2_iiv.krn","-d5",NA,NA
"4613","V","8B","3.5","0.5","3","-d5","G","2_iiv.krn","+m2",NA,NA
"4614","I","8c","1","0.5","4","+m2","G","2_iiv.krn","+P8",NA,NA
"4615","I","8cc","1.5","0.5","4","+P8","G","2_iiv.krn","P1",NA,NA
"4616","I","8cc","2","0.5","4","P1","G","2_iiv.krn","-P8",NA,NA
"4617","I","8c","2.5","0.5","4","-P8","G","2_iiv.krn","+m2",NA,NA
"4618","I","8d-","3","0.5","5-","+m2","G","2_iiv.krn","A1",NA,NA
"4619","I","8d","3.5","0.5","5","A1","G","2_iiv.krn","+m2",NA,NA
"4620","i","8e-","1","0.5","6-","+m2","G","2_iiv.krn","+M6",NA,NA
"4621","i","8cc","1.5","0.5","4","+M6","G","2_iiv.krn","P1",NA,NA
"4622","i","8cc","2","0.5","4","P1","G","2_iiv.krn","-m7",NA,NA
"4623","ii","8d","2.5","0.5","5","-m7","G","2_iiv.krn","+m2",NA,NA
"4624","ii","8e-","3","0.5","6-","+m2","G","2_iiv.krn","A1",NA,NA
"4625","ii","8e","3.5","0.5","6","A1","G","2_iiv.krn","+m2",NA,NA
"4626","IV","8f","1","0.5","7-","+m2","G","2_iiv.krn","+P5",NA,NA
"4627","IV","8cc","1.5","0.5","4","+P5","G","2_iiv.krn","P1",NA,NA
"4628","IV","8cc","2","0.5","4","P1","G","2_iiv.krn","-m6",NA,NA
"4629","iii","8e","2.5","0.5","6","-m6","G","2_iiv.krn","+m2",NA,NA
"4630","iii","8f","3","0.5","7-","+m2","G","2_iiv.krn","A1",NA,NA
"4631","iii","8f#","3.5","0.5","7","A1","G","2_iiv.krn","+m2",NA,NA
"4632","V","8g","1","0.5","1","+m2","G","2_iiv.krn","+M2",NA,NA
"4633","V","16a","1.5","0.25","2","+M2","G","2_iiv.krn","-M2",NA,NA
"4634","V","16g","1.75","0.25","1","-M2","G","2_iiv.krn","+M2",NA,NA
"4635","V","16a","2","0.25","2","+M2","G","2_iiv.krn","+M2",NA,NA
"4636","V","16b","2.25","0.25","3","+M2","G","2_iiv.krn","+m2",NA,NA
"4637","I","8cc","2.5","0.5","4","+m2","G","2_iiv.krn","+M2",NA,NA
"4638","I","16dd","3","0.25","5","+M2","G","2_iiv.krn","-M2",NA,NA
"4639","I","16cc","3.25","0.25","4","-M2","G","2_iiv.krn","+M2",NA,NA
"4640","I","16dd","3.5","0.25","5","+M2","G","2_iiv.krn","+M2",NA,NA
"4641","I","16ee","3.75","0.25","6","+M2","G","2_iiv.krn","+m2",NA,NA
"4642","viio","8ff","1","0.5","7-","+m2","G","2_iiv.krn","-m3",NA,NA
"4643","viio","8dd","1.5","0.5","5","-m3","G","2_iiv.krn","-m3",NA,NA
"4644","viio","8b","2","0.5","3","-m3","G","2_iiv.krn","+m2",NA,NA
"4645","I","8cc","2.5","0.5","4","+m2","G","2_iiv.krn","-m3",NA,NA
"4646","I","8a","3","0.5","2","-m3","G","2_iiv.krn","-P4",NA,NA
"4647","I","8e","3.5","0.5","6","-P4","G","2_iiv.krn","+m2",NA,NA
"4648","IV","4f","1","1","7-","+m2","G","2_iiv.krn","-m3",NA,NA
"4650","V7","4d","2.5","1","5","-m3","G","2_iiv.krn","-P5",NA,NA
"4652","I","4G","1","1","1","-P5","G","2_iiv.krn","+P5",NA,NA
"4655","i","4.dd\","1","1.5","5","+P5","g","3_i.krn","+m2",NA,NA
"4656","VI","8ee-\","2.5","0.5","6","+m2","g","3_i.krn","-m2",NA,NA
"4657","V","8dd\L","1","0.5","5","-m2","g","3_i.krn","-m2",NA,NA
"4658","V","8cc#\","1.5","0.5","4+","-m2","g","3_i.krn","+m2",NA,NA
"4659","V","8dd\","2","0.5","5","+m2","g","3_i.krn","-M2",NA,NA
"4660","V7","8ccn\J","2.5","0.5","4","-M2","g","3_i.krn","-M2",NA,NA
"4661","i","8b-'/L","1","0.5","3","-M2","g","3_i.krn","-m2",NA,NA
"4662","i","8a'/","1.5","0.5","2","-m2","g","3_i.krn","-M2",NA,NA
"4663","i","8g'/","2","0.5","1","-M2","g","3_i.krn","+P4",NA,NA
"4664","iv","8cc'/J","2.5","0.5","4","+P4","g","3_i.krn","-m7",NA,NA
"4665","V","4.d/","1","1.5","5","-m7","g","3_i.krn","+m6",NA,NA
"4666","i","8b-\","2.5","0.5","3","+m6","g","3_i.krn","-m7",NA,NA
"4667","V","8c'/L","1","0.5","4","-m7","g","3_i.krn","+M6",NA,NA
"4668","V","8a'/","1.5","0.5","2","+M6","g","3_i.krn","-M7",NA,NA
"4669","V","8B-'/","2","0.5","3","-M7","g","3_i.krn","+M6",NA,NA
"4670","(VI)","8g'/J","2.5","0.5","1","+M6","g","3_i.krn","-m7",NA,NA
"4671","iim7","8A/L","1","0.5","2","-m7","g","3_i.krn","+d12",NA,NA
"4672","iim7","8ee-/","1.5","0.5","6","+d12","g","3_i.krn","-m2",NA,NA
"4673","iim7","8dd/","2","0.5","5","-m2","g","3_i.krn","-m6",NA,NA
"4674","V7","8f#/J","2.5","0.5","7","-m6","g","3_i.krn","+m2",NA,NA
"4675","i","4g/","1","1","1","+m2","g","3_i.krn","P1",NA,NA
"4677","i","8g/","2.5","0.5","1","P1","g","3_i.krn","+P5",NA,NA
"4678","i","4.dd\","1","1.5","5","+P5","g","3_i.krn","+m2",NA,NA
"4679","VI","8ee-\","2.5","0.5","6","+m2","g","3_i.krn","-m2",NA,NA
"4680","V","8dd\L","1","0.5","5","-m2","g","3_i.krn","-m2",NA,NA
"4681","V","8cc#\","1.5","0.5","4+","-m2","g","3_i.krn","+m2",NA,NA
"4682","V","8dd\","2","0.5","5","+m2","g","3_i.krn","-M2",NA,NA
"4683","V7","8ccn\J","2.5","0.5","4","-M2","g","3_i.krn","-M2",NA,NA
"4684","i","8b-'\L","1","0.5","3","-M2","g","3_i.krn","-m2",NA,NA
"4685","i","8a'\","1.5","0.5","2","-m2","g","3_i.krn","-M2",NA,NA
"4686","i","8g'\","2","0.5","1","-M2","g","3_i.krn","+m6",NA,NA
"4687","iv","8ee-'\J","2.5","0.5","6","+m6","g","3_i.krn","-m7",NA,NA
"4688","III","4.f/","1","1.5","7-","-m7","g","3_i.krn","+M6",NA,NA
"4689","III","8dd\","2.5","0.5","5","+M6","g","3_i.krn","-M7",NA,NA
"4690","iio","8e-'/L","1","0.5","6","-M7","g","3_i.krn","+M6",NA,NA
"4691","iio","8cc'/","1.5","0.5","4","+M6","g","3_i.krn","-m7",NA,NA
"4692","III","8d'/","2","0.5","5","-m7","g","3_i.krn","+m6",NA,NA
"4693","III","8b-'/J","2.5","0.5","3","+m6","g","3_i.krn","-m7",NA,NA
"4694","ivm7","8c/L","1","0.5","4","-m7","g","3_i.krn","+P12",NA,NA
"4695","ivm7","8gg/J","1.5","0.5","1","+P12","g","3_i.krn","-M3",NA,NA
"4696","ivm7","8ee-\L","2","0.5","6","-M3","g","3_i.krn","-m3",NA,NA
"4697","ivm7","8cc\J","2.5","0.5","4","-m3","g","3_i.krn","-M2",NA,NA
"4698","III","4b-\","1","1","3","-M2","g","3_i.krn","-m2",NA,NA
"4699","VII","8a/L","2","0.5","2","-m2","g","3_i.krn","-M3",NA,NA
"4700","VII","8f/J","2.5","0.5","7-","-M3","g","3_i.krn","+P8",NA,NA
"4701","VII","4.ff\","1","1.5","7-","+P8","g","3_i.krn","+M2",NA,NA
"4702","VII","8gg\","2.5","0.5","1","+M2","g","3_i.krn","-M2",NA,NA
"4703","VII","8ff\L","1","0.5","7-","-M2","g","3_i.krn","-m2",NA,NA
"4704","VII","8een\","1.5","0.5","6+","-m2","g","3_i.krn","+m2",NA,NA
"4705","V7/III","8ff\","2","0.5","7-","+m2","g","3_i.krn","-M2",NA,NA
"4706","V7/III","8ee-\J","2.5","0.5","6","-M2","g","3_i.krn","-m2",NA,NA
"4707","III","4.dd\","1","1.5","5","-m2","g","3_i.krn","+m2",NA,NA
"4708","III","8ee-\","2.5","0.5","6","+m2","g","3_i.krn","-m2",NA,NA
"4709","III","8dd\L","1","0.5","5","-m2","g","3_i.krn","-m2",NA,NA
"4710","III","8cc#\","1.5","0.5","4+","-m2","g","3_i.krn","+m2",NA,NA
"4711","III","8dd\","2","0.5","5","+m2","g","3_i.krn","-M2",NA,NA
"4712","V7/III","8ccn\J","2.5","0.5","4","-M2","g","3_i.krn","-M2",NA,NA
"4713","III","2b-\","1","2","3","-M2","g","3_i.krn","-m2",NA,NA
"4714","VII","8a\L","1","0.5","2","-m2","g","3_i.krn","+d5",NA,NA
"4715","VII","8ee-\J","1.5","0.5","6","+d5","g","3_i.krn","+M2",NA,NA
"4716","VII","16ff\LL","2","0.25","7-","+M2","g","3_i.krn","-M2",NA,NA
"4717","VII","16ee-\","2.25","0.25","6","-M2","g","3_i.krn","-m2",NA,NA
"4718","VII","16dd\","2.5","0.25","5","-m2","g","3_i.krn","+m2",NA,NA
"4719","VII","16ee-\JJ","2.75","0.25","6","+m2","g","3_i.krn","-m2",NA,NA
"4720","III","8dd\L","1","0.5","5","-m2","g","3_i.krn","+m6",NA,NA
"4721","III","8bb-\J","1.5","0.5","3","+m6","g","3_i.krn","+M2",NA,NA
"4722","III","16ccc\LL","2","0.25","4","+M2","g","3_i.krn","-M2",NA,NA
"4723","III","16bb-\","2.25","0.25","3","-M2","g","3_i.krn","-m2",NA,NA
"4724","III","16aa\","2.5","0.25","2","-m2","g","3_i.krn","+m2",NA,NA
"4725","III","16bb-\JJ","2.75","0.25","3","+m2","g","3_i.krn","-m2",NA,NA
"4726","VII","8aa\L","1","0.5","2","-m2","g","3_i.krn","-M3",NA,NA
"4727","VII","8ff\J","1.5","0.5","7-","-M3","g","3_i.krn","P1",NA,NA
"4728","VII","8ff\L","2","0.5","7-","P1","g","3_i.krn","+M2",NA,NA
"4729","V7/VII","16gg\L","2.5","0.25","1","+M2","g","3_i.krn","-m3",NA,NA
"4730","V7/VII","16een\JJ","2.75","0.25","6+","-m3","g","3_i.krn","+m2",NA,NA
"4731","VII","8ff\L","1","0.5","7-","+m2","g","3_i.krn","+M2",NA,NA
"4732","VII","16gg\L","1.5","0.25","1","+M2","g","3_i.krn","-m3",NA,NA
