"","X","function.","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"223",263,"4.D","V","8ee'L",2,0.5,"5","-M3","A","cat_themes.krn",0,0,"-P4",1,"5 2 7"
"224",264,"8D","V","8b'J",2.5,0.5,"2","-P4","A","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"225",265,"4D","I","8cc#'L",1,0.5,"3","+M2","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"226",266,"4D","I","8ee'J",1.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"227",267,"4D","V/V","8dd#'L",2,0.5,"4+","-m2","A","cat_themes.krn",0,0,"+m3",1,"2 6 4+"
"228",268,"4D","V/V","8ff#'J",2.5,0.5,"6","+m3","A","cat_themes.krn",0,0,"-M2",1,"2 6 4+"
"229",269,"4.D","V","8ee'L",1,0.5,"5","-M2","A","cat_themes.krn",0,0,"+M3",1,"5 2 7"
"230",270,"4.D","V","8gg#'J",1.5,0.5,"7","+M3","A","cat_themes.krn",0,0,"-M3",1,"5 2 7"
"231",271,"4.D","V","8ee'L",2,0.5,"5","-M3","A","cat_themes.krn",0,0,"-P4",1,"5 2 7"
"232",272,"8D","V","8b'J",2.5,0.5,"2","-P4","A","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"233",273,"4D","I","8cc#'L",1,0.5,"3","+M2","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"234",274,"4D","I","8ee'J",1.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"235",275,"4D","V/V","8dd#'L",2,0.5,"4+","-m2","A","cat_themes.krn",0,0,"+m3",1,"2 6 4+"
"236",276,"4D","V/V","8ff#'J",2.5,0.5,"6","+m3","A","cat_themes.krn",0,0,"-M2",1,"2 6 4+"
"237",277,"4.D","V","8ee'L",1,0.5,"5","-M2","A","cat_themes.krn",0,0,"+M3",1,"5 2 7"
"238",278,"4.D","V","8gg#'J",1.5,0.5,"7","+M3","A","cat_themes.krn",0,0,"-M3",1,"5 2 7"
"239",279,"4.D","V","8ee'L",2,0.5,"5","-M3","A","cat_themes.krn",0,0,"-P4",1,"5 2 7"
"240",280,"8D","V","8b'J",2.5,0.5,"2","-P4","A","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"241",281,"4D","I","8cc#'L",1,0.5,"3","+M2","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"242",282,"4D","I","8ee'J",1.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"243",283,"4D","V/V","8dd#'L",2,0.5,"4+","-m2","A","cat_themes.krn",0,0,"+m3",1,"2 6 4+"
"244",284,"4D","V/V","8ff#'J",2.5,0.5,"6","+m3","A","cat_themes.krn",0,0,"-M2",1,"2 6 4+"
"245",285,"4D","V","8ee'L",1,0.5,"5","-M2","A","cat_themes.krn",0,0,"+M3",1,"5 2 7"
"246",286,"4D","V","8gg#'J",1.5,0.5,"7","+M3","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"247",287,"4D","V7/V","8ff#'L",2,0.5,"6","-M2","A","cat_themes.krn",0,0,"+m3",1,"2 6 4+ 1 7+"
"248",288,"4D","V7/V","8aa'J",2.5,0.5,"1","+m3","A","cat_themes.krn",0,0,"-m2",1,"2 6 4+ 1 7+"
"249",289,"4D","V","8gg#'L",1,0.5,"7","-m2","A","cat_themes.krn",0,0,"-M3",1,"5 2 7"
"250",290,"4D","V","8ee'J",1.5,0.5,"5","-M3","A","cat_themes.krn",0,0,"-P4",1,"5 2 7"
"251",291,"4D","V/V","8b'L",2,0.5,"2","-P4","A","cat_themes.krn",0,0,"+M3",1,"2 6 4+"
"252",292,"4D","V/V","8dd#'J",2.5,0.5,"4+","+M3","A","cat_themes.krn",0,1,"+m2",1,"2 6 4+"
"253",294,"4.D","V","4ee",1,1,"5","+m2","A","cat_themes.krn",1,1,"[ee]",1,"5 2 7"
"254",296,"8T","I","8ee'",2.5,0.5,"5","[ee]","A","cat_themes.krn",1,0,"P1",1,"1 5 3"
"255",297,"4T","I","8ee'L",1,0.5,"5","P1","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"256",298,"4T","I","8ee'J",1.5,0.5,"5","P1","A","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"257",299,"4T","V7/ii","8ff#'L",2,0.5,"6","+M2","A","cat_themes.krn",0,0,"-P4",1,"6 3 1+ 5 4++"
"258",300,"4T","V7/ii","8cc#'J",2.5,0.5,"3","-P4","A","cat_themes.krn",0,0,"+m2",1,"6 3 1+ 5 4++"
"259",301,"4T","ii","8dd'L",1,0.5,"4","+m2","A","cat_themes.krn",0,0,"-m3",1,"2 6 4 3+"
"260",302,"4T","ii","8b'J",1.5,0.5,"2","-m3","A","cat_themes.krn",0,0,"+P4",1,"2 6 4 3+"
"261",303,"4T","V7","8ee'L",2,0.5,"5","+P4","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"262",304,"4T","V7","8dd'J",2.5,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"263",305,"8T","I","8cc#'L",1,0.5,"3","-m2","A","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"264",306,"8T","I","8a'J",1.5,0.5,"1","-M3","A","cat_themes.krn",0,0,"+P4",1,"1 5 3"
"265",307,"8T","V7","8dd'L",2,0.5,"4","+P4","A","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"266",308,"8T","I","8cc#'J",2.5,0.5,"3","-m2","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"267",310,"4.D","V","(16bLL",1,0.25,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"268",311,"4.D","V","16a",1.25,0.25,"1","-M2","A","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"269",312,"4.D","V","16b",1.5,0.25,"2","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"270",313,"4.D","V","16cc#JJ)",1.75,0.25,"3","+M2","A","cat_themes.krn",0,0,"-M2",0,"5 2 7"
"271",314,"4.D","V","8b'L",2,0.5,"2","-M2","A","cat_themes.krn",0,0,"[e]",1,"5 2 7"
"272",315,"8T","I","8e'J",2.5,0.5,"5","[e]","A","cat_themes.krn",0,0,"+P4",1,"1 5 3"
"273",316,"2T","I","8a'L",1,0.5,"1","+P4","A","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"274",317,"2T","I","8b'J",1.5,0.5,"2","+M2","A","cat_themes.krn",0,0,"+M2",0,"1 5 3"
"275",318,"2T","I","8cc#'L",2,0.5,"3","+M2","A","cat_themes.krn",0,0,"+m2",1,"1 5 3"
"276",319,"2T","I","8dd'J",2.5,0.5,"4","+m2","A","cat_themes.krn",0,0,"+M2",0,"1 5 3"
"277",320,"2T","V7","(8.eeL",1,0.75,"5","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"278",322,"2T","V7","16ff#Jk)",1.75,0.25,"6","+M2","A","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"279",323,"2T","V7","8ee'L",2,0.5,"5","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"280",324,"2T","V7","8dd'J",2.5,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"281",325,"2T","I","8cc#'L",1,0.5,"3","-m2","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"282",326,"2T","I","8b'J",1.5,0.5,"2","-M2","A","cat_themes.krn",0,0,"+M2",0,"1 5 3"
"283",327,"2T","I","8cc#'L",2,0.5,"3","+M2","A","cat_themes.krn",0,0,"+m2",1,"1 5 3"
"284",328,"2T","I","8dd'J",2.5,0.5,"4","+m2","A","cat_themes.krn",0,0,"+M2",0,"1 5 3"
"285",329,"2T","V7","(8.eeL",1,0.75,"5","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"286",331,"2T","V7","16ff#Jk)",1.75,0.25,"6","+M2","A","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"287",332,"2T","V7","8ee'L",2,0.5,"5","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"288",333,"2T","V7","8dd'J",2.5,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"289",334,"4T","I","8cc#'L",1,0.5,"3","-m2","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"290",335,"4T","I","8cc#'J",1.5,0.5,"3","P1","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"291",337,"4D","V","(16bLL",2,0.25,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"292",338,"4D","V","16a",2.25,0.25,"1","-M2","A","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"293",339,"4D","V","16b",2.5,0.25,"2","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"294",340,"4D","V","16cc#JJ)",2.75,0.25,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7"
"295",341,"8T","I","8aL",1,0.5,"1","-M3","A","cat_themes.krn",0,0,"+P8",1,"1 5 3"
"296",342,"8P","IV","(16aaL",1.5,0.25,"1","+P8","A","cat_themes.krn",0,0,"-m3",1,"4 1 6"
"297",343,"8P","IV","16ff#JJ",1.75,0.25,"6","-m3","A","cat_themes.krn",0,0,"P1",1,"4 1 6"
"298",344,"8P","I","16ff#LL",2,0.25,"6","P1","A","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"299",345,"8P","I","16ee",2.25,0.25,"5","-M2","A","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"300",346,"8P","IV","16ff#",2.5,0.25,"6","+M2","A","cat_themes.krn",0,0,"-M3",1,"4 1 6"
"301",347,"8P","IV","16ddJJ)",2.75,0.25,"4","-M3","A","cat_themes.krn",0,0,"-m2",1,"4 1 6"
"302",348,"4D","C","8cc#'L",1,0.5,"3","-m2","A","cat_themes.krn",0,0,"P1",1,"5 1 3 7+"
"303",349,"4D","C","8cc#'J",1.5,0.5,"3","P1","A","cat_themes.krn",0,0,"-M2",1,"5 1 3 7+"
"304",351,"4D","V","(16bLL",2,0.25,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"305",352,"4D","V","16a",2.25,0.25,"1","-M2","A","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"306",353,"4D","V","16b",2.5,0.25,"2","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"307",354,"4D","V","16cc#JJ)",2.75,0.25,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7"
"308",355,"8T","I","8aL",1,0.5,"1","-M3","A","cat_themes.krn",0,0,"+P8",1,"1 5 3"
"309",356,"8P","IV","(16aaL",1.5,0.25,"1","+P8","A","cat_themes.krn",0,0,"-m3",1,"4 1 6"
"310",357,"8P","IV","16ff#JJ",1.75,0.25,"6","-m3","A","cat_themes.krn",0,0,"P1",1,"4 1 6"
"311",358,"8P","I","16ff#LL",2,0.25,"6","P1","A","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"312",359,"8P","I","16ee",2.25,0.25,"5","-M2","A","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"313",360,"8P","IV","16ff#",2.5,0.25,"6","+M2","A","cat_themes.krn",0,0,"-M3",1,"4 1 6"
"314",361,"8P","IV","16ddJJ)",2.75,0.25,"4","-M3","A","cat_themes.krn",0,0,"-m2",1,"4 1 6"
"315",362,"4D","C","8cc#'L",1,0.5,"3","-m2","A","cat_themes.krn",0,0,"P1",1,"5 1 3 7+"
"316",363,"4D","C","8cc#'J",1.5,0.5,"3","P1","A","cat_themes.krn",0,0,"-M2",1,"5 1 3 7+"
"317",364,"4D","V","(16bLL",2,0.25,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"318",365,"4D","V","16a",2.25,0.25,"1","-M2","A","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"319",366,"4D","V","16b",2.5,0.25,"2","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"320",367,"4D","V","16cc#JJ)",2.75,0.25,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7"
"321",368,"4.T","I","4a",1,1,"1","-M3","A","cat_themes.krn",0,0,"[cc#]",1,"1 5 3"
"322",372,"2T","I","4cc#",1,1,"3","[cc#]","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"323",373,"2T","I","4cc#",2,1,"3","P1","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"324",375,"2T","I","8cc#",1,0.5,"3","P1","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"325",376,"2T","I","8b",1.5,0.5,"2","-M2","A","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"326",377,"2T","I","4a",2,1,"1","-M2","A","cat_themes.krn",0,0,"+P5",1,"1 5 3"
"327",379,"2T","I","4ee",1,1,"5","+P5","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"328",381,"2T","I","4ee",2,1,"5","P1","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"329",383,"2T","I","8ee",1,0.5,"5","P1","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"330",384,"2T","I","8dd",1.5,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m2",0,"1 5 3"
"331",385,"2T","I","4cc#",2,1,"3","-m2","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"332",387,"4T","V7","8cc#",1,0.5,"3","P1","A","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"333",388,"4T","V7","8bJ",1.5,0.5,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"334",389,"4T","I","4a)",2,1,"1","-M2","A","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"335",391,"4T","V7","8cc#",1,0.5,"3","+M3","A","cat_themes.krn",0,0,"-M2",0,"5 2 7 4 3+"
"336",392,"4T","V7","8bJ",1.5,0.5,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"337",393,"4T","I","4a)",2,1,"1","-M2","A","cat_themes.krn",0,0,"+P5",1,"1 5 3"
"338",395,"4P","C/V","4ee",1,1,"5","+P5","A","cat_themes.krn",0,0,"-m2",1,"2 5 7 4++"
"339",397,"4P","V7/V","(16dd#LL",2,0.25,"4+","-m2","A","cat_themes.krn",0,0,"+m2",1,"2 6 4+ 1 7+"
"340",398,"4P","V7/V","16ee",2.25,0.25,"5","+m2","A","cat_themes.krn",0,0,"+M2",0,"2 6 4+ 1 7+"
"341",399,"4P","V7/V","16ff#",2.5,0.25,"6","+M2","A","cat_themes.krn",0,0,"-m3",1,"2 6 4+ 1 7+"
"342",400,"4P","V7/V","16dd#JJ)",2.75,0.25,"4+","-m3","A","cat_themes.krn",0,0,"+m2",1,"2 6 4+ 1 7+"
"343",401,"2D","V","4ee",1,1,"5","+m2","A","cat_themes.krn",0,0,"[ee]",1,"5 2 7"
"344",405,"2D","I","4ee",1,1,"5","[ee]","A","cat_themes.krn",1,0,"P1",1,"1 5 3"
"345",407,"2D","I","4ee",2,1,"5","P1","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"346",409,"2D","V7","8dd",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"347",410,"2D","V7","8bJ",1.5,0.5,"2","-m3","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"348",411,"2D","V7","4g#",2,1,"7","-m3","A","cat_themes.krn",0,0,"+m6",1,"5 2 7 4 3+"
"349",413,"2D","I","8ee",1,0.5,"5","+m6","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"350",414,"2D","I","8ee",1.5,0.5,"5","P1","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"351",415,"2D","I","8ee",2,0.5,"5","P1","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"352",416,"2D","I","8ee",2.5,0.5,"5","P1","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"353",417,"2D","V7","8dd",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"354",418,"2D","V7","8bJ",1.5,0.5,"2","-m3","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"355",419,"2D","V7","4g#",2,1,"7","-m3","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"356",420,"2D","V7","4g#",2,0.25,"7","-m3","A","cat_themes.krn",0,0,"+m2",1,"5 2 7 4 3+"
"357",421,"2T","I","16aLL",1,0.25,"1","+m2","A","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"358",422,"2T","I","16cc#",1.25,0.5,"3","+M3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"359",423,"2T","I","16b",1.5,0.5,"2","-M2","A","cat_themes.krn",0,0,"+m3",0,"1 5 3"
"360",424,"2T","I","16ddJJ",1.75,0.25,"4","+m3","A","cat_themes.krn",0,0,"-m2",0,"1 5 3"
"361",425,"2T","I","16cc#LL",2,0.25,"3","-m2","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"362",426,"2T","I","16ee",2.25,0.25,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"363",427,"2T","I","16dd",2.5,0.25,"4","-M2","A","cat_themes.krn",0,0,"+M3",0,"1 5 3"
"364",428,"2T","I","16ff#JJ",2.75,0.25,"6","+M3","A","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"365",429,"2T","I","(4ee",1,1,"5","-M2","A","cat_themes.krn",0,0,"+P4",1,"1 5 3"
"366",430,"2T","I","8aa)",2,0.5,"1","+P4","A","cat_themes.krn",0,1,"-m6",1,"1 5 3"
"367",432,"4D","C","4cc#",1,1,"3","-m6","A","cat_themes.krn",1,0,"-M2",1,"5 1 3 7+"
"368",434,"4D","V7","(16bLL",2,0.25,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"369",435,"4D","V7","16a",2.25,0.25,"1","-M2","A","cat_themes.krn",0,0,"+M2",0,"5 2 7 4 3+"
"370",436,"4D","V7","16b",2.5,0.25,"2","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"371",437,"4D","V7","16cc#JJ)",2.75,0.25,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7 4 3+"
"372",438,"2T","I","4a",1,1,"1","-M3","A","cat_themes.krn",0,1,"-P4",1,"1 5 3"
"373",440,"2T","I","8e",2.5,0.5,"5","-P4","A","cat_themes.krn",1,0,"[ee]",1,"1 5 3"
"374",441,"2D","I","4ee",1,1,"5","[ee]","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"375",443,"2D","I","4ee",2,1,"5","P1","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"376",445,"2D","V7","8dd",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"377",446,"2D","V7","8bJ",1.5,0.5,"2","-m3","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"378",447,"2D","V7","4g#",2,1,"7","-m3","A","cat_themes.krn",0,0,"+m6",1,"5 2 7 4 3+"
"379",449,"2D","I","8eeL",1,0.5,"5","+m6","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"380",450,"2D","I","8eeJ",1.5,0.5,"5","P1","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"381",451,"2D","I","8eeL",2,0.5,"5","P1","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"382",452,"2D","I","8eeJ",2.5,0.5,"5","P1","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"383",453,"2D","V7","8dd",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"384",454,"2D","V7","8bJ",1.5,0.5,"2","-m3","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"385",455,"2D","V7","8g#",2,0.5,"7","-m3","A","cat_themes.krn",0,1,"+m2",1,"5 2 7 4 3+"
"386",457,"2D","I","16aLL",1,0.25,"1","+m2","A","cat_themes.krn",1,0,"+M3",1,"1 5 3"
"387",458,"2D","I","16cc#",1.25,0.25,"3","+M3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"388",459,"2D","I","16b",1.5,0.25,"2","-M2","A","cat_themes.krn",0,0,"+m3",0,"1 5 3"
"389",460,"2D","I","16ddJJ",1.75,0.25,"4","+m3","A","cat_themes.krn",0,0,"-m2",0,"1 5 3"
"390",461,"2D","I","16cc#LL",2,0.25,"3","-m2","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"391",462,"2D","I","16ee",2.25,0.25,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"392",463,"2D","I","16dd",2.5,0.25,"4","-M2","A","cat_themes.krn",0,0,"+M3",0,"1 5 3"
"393",464,"2D","I","16ff#JJ",2.75,0.25,"6","+M3","A","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"394",465,"2D","I","4ee",1,1,"5","-M2","A","cat_themes.krn",0,0,"+P4",1,"1 5 3"
"395",467,"2D","I","8aa",2,0.5,"1","+P4","A","cat_themes.krn",0,1,"-m6",1,"1 5 3"
"396",469,"4D","C","4cc#",1,1,"3","-m6","A","cat_themes.krn",1,0,"-M2",1,"5 1 3 7+"
"397",471,"4D","V7","(16bLL",2,0.25,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"398",472,"4D","V7","16a",2.25,0.25,"1","-M2","A","cat_themes.krn",0,0,"+M2",0,"5 2 7 4 3+"
"399",473,"4D","V7","16b",2.5,0.25,"2","+M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"400",474,"4D","V7","16cc#JJ)",2.75,0.25,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7 4 3+"
"401",475,"4.T","I","4a",1,1,"1","-M3","A","cat_themes.krn",0,1,"[dd]",1,"1 5 3"
"402",477,"8T","I","8dd",3.5,0.5,"5","[dd]","G","cat_themes.krn",1,0,"-m3",1,"1 5 3"
"403",478,"4.T","I","4b",1,1,"3","-m3","G","cat_themes.krn",0,0,"P1",1,"1 5 3"
"404",480,"4.T","I","8b",2,0.5,"3","P1","G","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"405",481,"4.T","V7","4a",2.5,1,"2","-M2","G","cat_themes.krn",0,0,"P1",1,"5 2 7 4 3+"
"406",483,"4.T","V7","8a",3.5,0.5,"2","P1","G","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"407",484,"2.T","I","4g",1,1,"1","-M2","G","cat_themes.krn",0,0,"P1",1,"1 5 3"
"408",486,"2.T","I","8g",2,0.5,"1","P1","G","cat_themes.krn",0,1,"+P5",1,"1 5 3"
"409",489,"2.T","I","8dd",3.5,0.5,"5","+P5","G","cat_themes.krn",1,0,"P1",1,"1 5 3"
"410",490,"4.T","I","4dd",1,1,"5","P1","G","cat_themes.krn",0,0,"-P5",1,"1 5 3"
"411",492,"4.T","I","8g",2,0.5,"1","-P5","G","cat_themes.krn",0,0,"+M6",1,"1 5 3"
"412",493,"4.P","ii","4ee",2.5,1,"6","+M6","G","cat_themes.krn",0,0,"+M6",1,"2 6 4 3+"
"413",494,"4.P","ii","4ee",2.5,2,"6","+M6","G","cat_themes.krn",0,0,"P1",1,"2 6 4 3+"
"414",495,"4.P","ii","8ee",3.5,2,"6","P1","G","cat_themes.krn",0,0,"-P5",1,"2 6 4 3+"
"415",496,"4.D","V","4.a",1,2,"2","-P5","G","cat_themes.krn",0,0,"[a]",1,"5 2 7"
"416",501,"8T","V","8a",3.5,0.5,"2","[a]","G","cat_themes.krn",1,0,"+M2",1,"5 2 7"
"417",502,"4.T","I","4b",1,1,"3","+M2","G","cat_themes.krn",0,0,"P1",1,"1 5 3"
"418",504,"4.T","I","8b",2,0.5,"3","P1","G","cat_themes.krn",0,0,"+m2",1,"1 5 3"
"419",506,"4.T","V7","8ccL",2.5,0.5,"4","+m2","G","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"420",507,"4.T","V7","8b",3,0.5,"3","-m2","G","cat_themes.krn",0,0,"+m2",0,"5 2 7 4 3+"
"421",508,"4.T","V7","8ccJ",3.5,0.5,"4","+m2","G","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"422",509,"4.T","I","4.dd",1,1.5,"5","+M2","G","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"423",512,"4.P","ii","4ee",2.5,1,"6","+M2","G","cat_themes.krn",0,0,"P1",1,"2 6 4 3+"
"424",514,"4.P","ii","8ee",3.5,0.5,"6","P1","G","cat_themes.krn",0,0,"-M6",1,"2 6 4 3+"
"425",516,"4.D","C","4g)",1,1,"1","-M6","G","cat_themes.krn",0,0,"P1",1,"5 1 3 7+"
"426",518,"4.D","C","8g",2,0.5,"1","P1","G","cat_themes.krn",0,0,"+M2",1,"5 1 3 7+"
"427",520,"4.D","V7","8aL",2.5,0.5,"2","+M2","G","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"428",521,"4.D","V7","8g",3,0.5,"1","-M2","G","cat_themes.krn",0,0,"+M2",0,"5 2 7 4 3+"
"429",522,"4.D","V7","8aJ",3.5,0.5,"2","+M2","G","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"430",523,"4.T","I","4g",1,1,"1","-M2","G","cat_themes.krn",0,0,"[dd]",1,"1 5 3"
"431",527,"8T","V","8dd",3.5,0.5,"5","[dd]","G","cat_themes.krn",1,0,"-d5",1,"5 2 7"
"432",528,"2.P","V7/ii","4g#",1,1,"1+","-d5","G","cat_themes.krn",0,0,"P1",1,"6 3 1+ 5 4++"
"433",530,"2.P","V7/ii","8g#",2,0.5,"1+","P1","G","cat_themes.krn",0,0,"+m6",1,"6 3 1+ 5 4++"
"434",531,"2.P","V7/ii","4ee",2.5,1,"6","+m6","G","cat_themes.krn",0,0,"-M2",1,"6 3 1+ 5 4++"
"435",533,"2.P","V7/ii","8dd",3.5,0.5,"5","-M2","G","cat_themes.krn",0,0,"-M2",1,"6 3 1+ 5 4++"
"436",535,"2.P","ii","8.ccL",1,0.75,"4","-M2","G","cat_themes.krn",0,0,"P1",1,"2 6 4 3+"
"437",537,"2.P","ii","16cck",1.75,0.25,"4","P1","G","cat_themes.krn",0,0,"P1",1,"2 6 4 3+"
"438",538,"2.P","ii","8ccJ",2,0.5,"4","P1","G","cat_themes.krn",0,1,"P1",1,"2 6 4 3+"
"439",541,"2.P","ii","8cc",3.5,0.5,"4","P1","G","cat_themes.krn",1,0,"-d5",1,"2 6 4 3+"
"440",542,"2.D","V7","4f#",1,1,"7","-d5","G","cat_themes.krn",0,0,"P1",1,"5 2 7 4 3+"
"441",544,"2.D","V7","8f#",2,0.5,"7","P1","G","cat_themes.krn",0,0,"+m6",1,"5 2 7 4 3+"
"442",545,"2.D","V7","4dd",2.5,1,"5","+m6","G","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"443",547,"2.D","V7","8cc",3.5,0.5,"4","-M2","G","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"444",549,"4.D","I","8.bL",1,0.75,"3","-m2","G","cat_themes.krn",0,0,"P1",1,"1 5 3"
"445",551,"4.D","I","16bk",1.75,0.25,"3","P1","G","cat_themes.krn",0,0,"P1",1,"1 5 3"
"446",552,"4.D","I","8bJ",2,0.5,"3","P1","G","cat_themes.krn",0,1,"-M3",1,"1 5 3"
